Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Discount tier 1 (min qty) (product.metafields.custom.discount_tier1_qty),Discount tier 2 (min qty) (product.metafields.custom.discount_tier2_qty),Bought together products (product.metafields.globo--filter--product_recommendation.bought_together_products),Complementary products (product.metafields.globo--filter--product_recommendation.complementary_products),Related products (product.metafields.globo--filter--product_recommendation.related_products),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Product rating count (product.metafields.reviews.rating_count),Color (product.metafields.shopify.color-pattern),Material (product.metafields.shopify.material),Scent (product.metafields.shopify.scent),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
fresh-drop-red-melon,frësh drop insert red / melon,"<p class=""s13""><span class=""s4"">frësh drop</span><span class=""s4""> is an innovative interior air freshener designed for toilet cubicles and restrooms. Made from a proprietary material infused with a deodorant-based fragrance, it provides a gradual and long-lasting fragrance release, ensuring a consistently fresh and clean restroom environment. Its unique waterdrop-shaped design complements any restroom interior, while the included adhesive tape allows for easy installation on almost any surface.</span></p>
<p class=""s13""><span class=""s4"">Manufactured with recycled and 100% recyclable EVA plastic, </span><span class=""s4"">frësh drop</span><span class=""s4""> is also biodegradable with the </span><span class=""s4"">Eco-One™ </span><span class=""s4"">additive, e</span><span class=""s4"">nsuring</span><span class=""s4""> 93% decomposition within 3.5 years (99% within 5 years) in bioactive landfills. Additionally, it is packaged in </span><span class=""s4"">ane co-friendly cellophane</span><span class=""s4""> bag, making it an environmentally friendly choice.</span></p>
<p class=""s14""><strong><span class=""s2"">frësh drop</span><span class=""s2""> provides an effective, easy-to-install, and eco-friendly air freshening solution for toilet cubicles and restroom interiors.</span></strong></p>
<p><img src=""https://cdn.shopify.com/s/files/1/0989/0542/4215/files/Header-desktop-1_d9462df7-d06c-4682-b2f1-9d1359bdc551.jpg?v=1773649115"" alt=""""></p>
<p class=""s14""><span class=""s2"">Key benefits:</span></p>
<ul>
<li class=""s9"">
<span class=""s4"">Proprietary</span><span class=""s4""> material infused with a deodorant-based fragrance that releases gradually</span>
</li>
<li class=""s9"">
<span class=""s4"">Perfect way to maintain a fresh and clean </span><span class=""s4"">restroom environment</span><span class=""s4"">, specially designed for toilet </span><span class=""s4"">cubicles</span>
</li>
<li class=""s9""><span class=""s4"">Long-lasting fragrance release</span></li>
<li class=""s9"">
<span class=""s4"">Waterdrop design that complements </span><span class=""s4"">any </span><span class=""s4"">restroom interior</span>
</li>
<li class=""s9""><span class=""s4"">Easy installation using the included adhesive tape</span></li>
<li class=""s9""><span class=""s4"">Dimensions: 22.5 x 11.5 x 3.5 cm</span></li>
<li class=""s9"">
<span class=""s4"">W</span><span class=""s4"">ide range of colors and pleasant fragrances</span>
</li>
<li class=""s9""><span class=""s4"">100% recyclable and also biodegradable</span></li>
<li class=""s9""><span class=""s4"">Packaged in an eco-friendly cellophane bag</span></li>
<li class=""s9""><span class=""s4"">Complies with European VOC standards</span></li>
<li class=""s9""><span class=""s4"">Option for private branding through printing</span></li>
</ul>",Ekcos Europe OÜ,Home & Garden > Decor > Home Fragrances > Air Fresheners,"","",true,Title,Default Title,,,,,,,,FDI-10R,80.0,shopify,958,deny,manual,7.99,,true,true,,,,,FDI-10R,https://cdn.shopify.com/s/files/1/0989/0542/4215/files/FDI-10R-V1.jpg?v=1771490287,1,"",false,,,1746,,,,new,,,,,,,,,,,,,,red-melon,,melon,fresh-drop-base,"",ahead,,,g,,,active
fresh-drop-red-melon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0989/0542/4215/files/FDI-10R-V5.jpg?v=1771490287,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fresh-drop-red-melon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0989/0542/4215/files/FDI-10R-V3.jpg?v=1771490290,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fresh-drop-red-melon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0989/0542/4215/files/FDI-10R-V4.jpg?v=1771490287,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fresh-drop-green-pine,frësh drop insert green / pine,"<p class=""s13""><span class=""s4"">frësh drop</span><span class=""s4""> is an innovative interior air freshener designed for toilet cubicles and restrooms. Made from a proprietary material infused with a deodorant-based fragrance, it provides a gradual and long-lasting fragrance release, ensuring a consistently fresh and clean restroom environment. Its unique waterdrop-shaped design complements any restroom interior, while the included adhesive tape allows for easy installation on almost any surface.</span></p>
<p class=""s13""><span class=""s4"">Manufactured with recycled and 100% recyclable EVA plastic, </span><span class=""s4"">frësh drop</span><span class=""s4""> is also biodegradable with the </span><span class=""s4"">Eco-One™ </span><span class=""s4"">additive, e</span><span class=""s4"">nsuring</span><span class=""s4""> 93% decomposition within 3.5 years (99% within 5 years) in bioactive landfills. Additionally, it is packaged in </span><span class=""s4"">ane co-friendly cellophane</span><span class=""s4""> bag, making it an environmentally friendly choice.</span></p>
<p class=""s14""><strong><span class=""s2"">frësh drop</span><span class=""s2""> provides an effective, easy-to-install, and eco-friendly air freshening solution for toilet cubicles and restroom interiors.</span></strong></p>
<p><img src=""https://cdn.shopify.com/s/files/1/0989/0542/4215/files/Header-desktop-1_d9462df7-d06c-4682-b2f1-9d1359bdc551.jpg?v=1773649115"" alt=""""></p>
<p class=""s14""><span class=""s2"">Key benefits:</span></p>
<ul>
<li class=""s9"">
<span class=""s4"">Proprietary</span><span class=""s4""> material infused with a deodorant-based fragrance that releases gradually</span>
</li>
<li class=""s9"">
<span class=""s4"">Perfect way to maintain a fresh and clean </span><span class=""s4"">restroom environment</span><span class=""s4"">, specially designed for toilet </span><span class=""s4"">cubicles</span>
</li>
<li class=""s9""><span class=""s4"">Long-lasting fragrance release</span></li>
<li class=""s9"">
<span class=""s4"">Waterdrop design that complements </span><span class=""s4"">any </span><span class=""s4"">restroom interior</span>
</li>
<li class=""s9""><span class=""s4"">Easy installation using the included adhesive tape</span></li>
<li class=""s9""><span class=""s4"">Dimensions: 22.5 x 11.5 x 3.5 cm</span></li>
<li class=""s9"">
<span class=""s4"">W</span><span class=""s4"">ide range of colors and pleasant fragrances</span>
</li>
<li class=""s9""><span class=""s4"">100% recyclable and also biodegradable</span></li>
<li class=""s9""><span class=""s4"">Packaged in an eco-friendly cellophane bag</span></li>
<li class=""s9""><span class=""s4"">Complies with European VOC standards</span></li>
<li class=""s9""><span class=""s4"">Option for private branding through printing</span></li>
</ul>",Ekcos Europe OÜ,Home & Garden > Decor > Home Fragrances > Air Fresheners,"","",true,Title,Default Title,,,,,,,,FDI-9G,80.0,shopify,37,deny,manual,7.99,,true,true,,,,,FDI-9G,https://cdn.shopify.com/s/files/1/0989/0542/4215/files/FDI-9G-V1.jpg?v=1771490287,1,"",false,,,1746,,,,new,,,,,,,,,,,,,,green-pine,,pine,fresh-drop-base,"",ahead,,,g,,,active
fresh-drop-green-pine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0989/0542/4215/files/FDI-9G-V5.jpg?v=1771490287,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fresh-drop-green-pine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0989/0542/4215/files/FDI-9G-V3.jpg?v=1771490290,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fresh-drop-green-pine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0989/0542/4215/files/FDI-9G-V4.jpg?v=1771490286,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fresh-drop-flame-mango,frësh drop insert flame / mango,"<p class=""s13""><span class=""s4"">frësh drop</span><span class=""s4""> is an innovative interior air freshener designed for toilet cubicles and restrooms. Made from a proprietary material infused with a deodorant-based fragrance, it provides a gradual and long-lasting fragrance release, ensuring a consistently fresh and clean restroom environment. Its unique waterdrop-shaped design complements any restroom interior, while the included adhesive tape allows for easy installation on almost any surface.</span></p>
<p class=""s13""><span class=""s4"">Manufactured with recycled and 100% recyclable EVA plastic, </span><span class=""s4"">frësh drop</span><span class=""s4""> is also biodegradable with the </span><span class=""s4"">Eco-One™ </span><span class=""s4"">additive, e</span><span class=""s4"">nsuring</span><span class=""s4""> 93% decomposition within 3.5 years (99% within 5 years) in bioactive landfills. Additionally, it is packaged in </span><span class=""s4"">ane co-friendly cellophane</span><span class=""s4""> bag, making it an environmentally friendly choice.</span></p>
<p class=""s14""><strong><span class=""s2"">frësh drop</span><span class=""s2""> provides an effective, easy-to-install, and eco-friendly air freshening solution for toilet cubicles and restroom interiors.</span></strong></p>
<p><img src=""https://cdn.shopify.com/s/files/1/0989/0542/4215/files/Header-desktop-1_d9462df7-d06c-4682-b2f1-9d1359bdc551.jpg?v=1773649115"" alt=""""></p>
<p class=""s14""><span class=""s2"">Key benefits:</span></p>
<ul>
<li class=""s9"">
<span class=""s4"">Proprietary</span><span class=""s4""> material infused with a deodorant-based fragrance that releases gradually</span>
</li>
<li class=""s9"">
<span class=""s4"">Perfect way to maintain a fresh and clean </span><span class=""s4"">restroom environment</span><span class=""s4"">, specially designed for toilet </span><span class=""s4"">cubicles</span>
</li>
<li class=""s9""><span class=""s4"">Long-lasting fragrance release</span></li>
<li class=""s9"">
<span class=""s4"">Waterdrop design that complements </span><span class=""s4"">any </span><span class=""s4"">restroom interior</span>
</li>
<li class=""s9""><span class=""s4"">Easy installation using the included adhesive tape</span></li>
<li class=""s9""><span class=""s4"">Dimensions: 22.5 x 11.5 x 3.5 cm</span></li>
<li class=""s9"">
<span class=""s4"">W</span><span class=""s4"">ide range of colors and pleasant fragrances</span>
</li>
<li class=""s9""><span class=""s4"">100% recyclable and also biodegradable</span></li>
<li class=""s9""><span class=""s4"">Packaged in an eco-friendly cellophane bag</span></li>
<li class=""s9""><span class=""s4"">Complies with European VOC standards</span></li>
<li class=""s9""><span class=""s4"">Option for private branding through printing</span></li>
</ul>",Ekcos Europe OÜ,Home & Garden > Decor > Home Fragrances > Air Fresheners,"","",true,Title,Default Title,,,,,,,,FDI-8BM,80.0,shopify,403,deny,manual,7.99,,true,true,,,,,FDI-8BM,https://cdn.shopify.com/s/files/1/0989/0542/4215/files/FDI-8BM-V1.jpg?v=1771490285,1,"",false,,,1746,,,,new,,,,,,,,,,,,,,flame,,mango,fresh-drop-base,"",ahead,,,g,,,active
fresh-drop-flame-mango,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0989/0542/4215/files/FDI-8BM-V5.jpg?v=1771490287,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fresh-drop-flame-mango,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0989/0542/4215/files/FDI-8BM-V3.jpg?v=1771490290,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fresh-drop-flame-mango,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0989/0542/4215/files/FDI-8BM-V4.jpg?v=1771490286,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fresh-drop-black-mint,frësh drop insert black / mint,"<p class=""s13""><span class=""s4"">frësh drop</span><span class=""s4""> is an innovative interior air freshener designed for toilet cubicles and restrooms. Made from a proprietary material infused with a deodorant-based fragrance, it provides a gradual and long-lasting fragrance release, ensuring a consistently fresh and clean restroom environment. Its unique waterdrop-shaped design complements any restroom interior, while the included adhesive tape allows for easy installation on almost any surface.</span></p>
<p class=""s13""><span class=""s4"">Manufactured with recycled and 100% recyclable EVA plastic, </span><span class=""s4"">frësh drop</span><span class=""s4""> is also biodegradable with the </span><span class=""s4"">Eco-One™ </span><span class=""s4"">additive, e</span><span class=""s4"">nsuring</span><span class=""s4""> 93% decomposition within 3.5 years (99% within 5 years) in bioactive landfills. Additionally, it is packaged in </span><span class=""s4"">ane co-friendly cellophane</span><span class=""s4""> bag, making it an environmentally friendly choice.</span></p>
<p class=""s14""><strong><span class=""s2"">frësh drop</span><span class=""s2""> provides an effective, easy-to-install, and eco-friendly air freshening solution for toilet cubicles and restroom interiors.</span></strong></p>
<p><img src=""https://cdn.shopify.com/s/files/1/0989/0542/4215/files/Header-desktop-1_d9462df7-d06c-4682-b2f1-9d1359bdc551.jpg?v=1773649115"" alt=""""></p>
<p class=""s14""><span class=""s2"">Key benefits:</span></p>
<ul>
<li class=""s9"">
<span class=""s4"">Proprietary</span><span class=""s4""> material infused with a deodorant-based fragrance that releases gradually</span>
</li>
<li class=""s9"">
<span class=""s4"">Perfect way to maintain a fresh and clean </span><span class=""s4"">restroom environment</span><span class=""s4"">, specially designed for toilet </span><span class=""s4"">cubicles</span>
</li>
<li class=""s9""><span class=""s4"">Long-lasting fragrance release</span></li>
<li class=""s9"">
<span class=""s4"">Waterdrop design that complements </span><span class=""s4"">any </span><span class=""s4"">restroom interior</span>
</li>
<li class=""s9""><span class=""s4"">Easy installation using the included adhesive tape</span></li>
<li class=""s9""><span class=""s4"">Dimensions: 22.5 x 11.5 x 3.5 cm</span></li>
<li class=""s9"">
<span class=""s4"">W</span><span class=""s4"">ide range of colors and pleasant fragrances</span>
</li>
<li class=""s9""><span class=""s4"">100% recyclable and also biodegradable</span></li>
<li class=""s9""><span class=""s4"">Packaged in an eco-friendly cellophane bag</span></li>
<li class=""s9""><span class=""s4"">Complies with European VOC standards</span></li>
<li class=""s9""><span class=""s4"">Option for private branding through printing</span></li>
</ul>",Ekcos Europe OÜ,Home & Garden > Decor > Home Fragrances > Air Fresheners,"","",true,Title,Default Title,,,,,,,,FDI-7BK,80.0,shopify,176,deny,manual,7.99,,true,true,,,,,FDI-7BK,https://cdn.shopify.com/s/files/1/0989/0542/4215/files/FDI-7BK-V1.jpg?v=1771490283,1,"",false,,,1746,,,,new,,,,,,,,,,,,,,black-mint,,mint,fresh-drop-base,"",ahead,,,g,,,active
fresh-drop-black-mint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0989/0542/4215/files/FDI-7BK-V5.jpg?v=1771490287,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fresh-drop-black-mint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0989/0542/4215/files/FDI-7BK-V3.jpg?v=1771490288,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fresh-drop-black-mint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0989/0542/4215/files/FDI-7BK-V4.jpg?v=1771490286,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fresh-drop-clear-tropical-fruit,frësh drop insert clear / tropical fruit,"<p class=""s13""><span class=""s4"">frësh drop</span><span class=""s4""> is an innovative interior air freshener designed for toilet cubicles and restrooms. Made from a proprietary material infused with a deodorant-based fragrance, it provides a gradual and long-lasting fragrance release, ensuring a consistently fresh and clean restroom environment. Its unique waterdrop-shaped design complements any restroom interior, while the included adhesive tape allows for easy installation on almost any surface.</span></p>
<p class=""s13""><span class=""s4"">Manufactured with recycled and 100% recyclable EVA plastic, </span><span class=""s4"">frësh drop</span><span class=""s4""> is also biodegradable with the </span><span class=""s4"">Eco-One™ </span><span class=""s4"">additive, e</span><span class=""s4"">nsuring</span><span class=""s4""> 93% decomposition within 3.5 years (99% within 5 years) in bioactive landfills. Additionally, it is packaged in </span><span class=""s4"">ane co-friendly cellophane</span><span class=""s4""> bag, making it an environmentally friendly choice.</span></p>
<p class=""s14""><strong><span class=""s2"">frësh drop</span><span class=""s2""> provides an effective, easy-to-install, and eco-friendly air freshening solution for toilet cubicles and restroom interiors.</span></strong></p>
<p><img src=""https://cdn.shopify.com/s/files/1/0989/0542/4215/files/Header-desktop-1_d9462df7-d06c-4682-b2f1-9d1359bdc551.jpg?v=1773649115"" alt=""""></p>
<p class=""s14""><span class=""s2"">Key benefits:</span></p>
<ul>
<li class=""s9"">
<span class=""s4"">Proprietary</span><span class=""s4""> material infused with a deodorant-based fragrance that releases gradually</span>
</li>
<li class=""s9"">
<span class=""s4"">Perfect way to maintain a fresh and clean </span><span class=""s4"">restroom environment</span><span class=""s4"">, specially designed for toilet </span><span class=""s4"">cubicles</span>
</li>
<li class=""s9""><span class=""s4"">Long-lasting fragrance release</span></li>
<li class=""s9"">
<span class=""s4"">Waterdrop design that complements </span><span class=""s4"">any </span><span class=""s4"">restroom interior</span>
</li>
<li class=""s9""><span class=""s4"">Easy installation using the included adhesive tape</span></li>
<li class=""s9""><span class=""s4"">Dimensions: 22.5 x 11.5 x 3.5 cm</span></li>
<li class=""s9"">
<span class=""s4"">W</span><span class=""s4"">ide range of colors and pleasant fragrances</span>
</li>
<li class=""s9""><span class=""s4"">100% recyclable and also biodegradable</span></li>
<li class=""s9""><span class=""s4"">Packaged in an eco-friendly cellophane bag</span></li>
<li class=""s9""><span class=""s4"">Complies with European VOC standards</span></li>
<li class=""s9""><span class=""s4"">Option for private branding through printing</span></li>
</ul>",Ekcos Europe OÜ,Home & Garden > Decor > Home Fragrances > Air Fresheners,"","",true,Title,Default Title,,,,,,,,FDI-6C,80.0,shopify,314,deny,manual,7.99,,true,true,,,,,FDI-6C,https://cdn.shopify.com/s/files/1/0989/0542/4215/files/FDI-6C-V1.jpg?v=1771490281,1,"",false,,,1746,,,,new,,,,,,,,,,,,,,clear-tropical-fruit,,tropical-fruit,fresh-drop-base,"",ahead,,,g,,,active
